ID,Status,ZonalOffice,Company,Incident_Num,Incident_Date,Report_Date,Contained,Estimated_Quantity,Recovered,Spill_stop_date,Facility,Cause,Initial_containment_measure,Site,Latitude,Longitude,LGA,Estimated_Spill_Area,Spiill_Area_Habitat,Impact,State,,,,,,,,,,,,,,,,,,,
223438,confirmed,ph,SPDC,3085138,2/21/2022,2/22/2022,no,,,,pl,sab,,"Old 20"" Kolo Creek-Rumuekpe Pipeline at Okporowo Community.",4.971,6.641639,Ahoada-East,,la,"A 2"" ball valve connected to a 2"" pioe line out was seen installed on the pipeline at 12 O'clock position by unknown person(s) for oil theft purpose.",RI,,,,,3/18/2022,,,,,,,,,,,,,,2024-04-15 AB017
223437,confirmed,ph,SPDC,3085137,2/21/2022,2/22/2022,no,,,,pl,sab,,"New 20"" Kolo Creek-Rumuekpe Pipeline at Okporowo Community",4.970972,6.641611,Ahoada-East,,la,"A 2"" ball valve connected to a 2"" pipe line out was seen installed on the pipeline at 12 O'clock position by unknown person(s) for the purpose of crude oil theft.",RI,,,,,3/18/2022,"nosdra,mnstry,cmpny,cmmnt,plc",,,,,,,,,,,,,2024-04-15 AB017
223434,confirmed,ph,SPDC,3085136,2/21/2022,2/22/2022,no,,,,pl,sab,,"New 20"" Kolo Creek-Rumuekpe Pipeline at Okporowo Community.",4.970806,6.639944,Ahoada-East,,la,"A 2"" ball valve connected to a 2"" pipe line out was seen installed on the pipeline at 12 O'clock position by unknown person(s) for crude oil theft purpose",RI,,,,,3/17/2022,"nosdra,mnstry,cmpny,cmmnt,plc",,,,,,,,,,,,,2024-04-15 AB017
223433,confirmed,ph,SPDC,3085131,2/21/2022,2/22/2022,no,,,,pl,sab,,"Old 20"" Kolo Creek-Rumuekpe Pipeline at Okporowo Community.",4.970694,6.638917,Ahoada-East,,la,"A 2"" ball valve connected to a 2"" galvanised pipe line out was seen installed on the pipeline at 12 O'clock position by unknown person(s) for crude oil theft activities.",RI,,,,,3/17/2022,"nosdra,mnstry,cmpny,cmmnt,plc",,,,,,,,,,,,,2024-04-15 AB017
223431,confirmed,ph,SPDC,3085135,2/21/2022,2/22/2022,no,,,,pl,sab,,"New 20"" Kolo Creek-Rumuekpe Pipeline at Okporowo Community.",4.970667,6.638806,Ahoada-East,,,"Two(2) points of 3"" ball vave and 2"" ball valve within a distance of 0.5m apart were seen installed on the pipeline at 12 O'clock position by unknown person(s) for crude oil theft purpose.",RI,,,,,3/16/2022,"nosdra,mnstry,cmpny,cmmnt,plc",,,,,,,,,,,,,2024-04-15 AB017
225371,confirmed,ph,NAOC,2022/LAR/020,2/16/2022,2/16/2022,co,1.26,,,fl,sab,pt,"OBIAFU 37L FLOWLINE, OBIAFU FIELD, OMOKU",5.389553,6.648791,Ogba/Egbema/Ndoni,0,la,a hacksaw mark measuring 65mm from the 4 o’clock to 7 o’clock position of the pipe by unknown individuals. A pit was dug as containment measure just below the point of impact.,RI,,,,,2/17/2022,"cmmnt,cmpny,mnstry,nosdra,plc,mltry",,,,,,,,,,,,,2024-04-15 AB017
222502,confirmed,ph,SPDC,3084868,2/16/2022,2/17/2022,no,,,,pl,sab,,"20"" Rumuekpe-Nkpoku Ppipeline at Rumuekpe.",4.975944,6.705306,Emuoha,,,"A 3"" ball valve with a 2"" galvanized pipe attached with an elbow was seen installed on the pipeline(facility) at 12 O'clock position by unknown person(s) for oil theft purpose.",RI,,,,,2/19/2022,"nosdra,mnstry,cmpny,cmmnt,plc",,,,,,,,,,,,,2022-03-01 AB008
222435,confirmed,ph,NAOC,2022/LAR/020/,2/16/2022,2/16/2022,co,1.26,,2/17/2022,fl,sab,pt,OBIAFU 37L FLOWLINE,5.389552,6.648624,Ogba/Egbema/Ndoni,9.465,la,A HACKSAW CUT FROM 4 O'CLOCK TO 7 O'CLOCK POSITION MEASURING 65MM,RI,,,,,2/17/2022,"cmmnt,cmpny,mltry,mnstry,nosdra,plc",,,,,,,,,,,,,2024-04-15 AB017
222087,confirmed,ph,SPDC,FID 3080362,2/13/2022,2/14/2022,no,,,,pl,sab,,"20"" RUMUEKPE PIPELINE @ RUMUEKPE.",4.97051,6.72184,Emuoha,,,"4"" BALL VALVE WITH 4""PIPE OUT @ 12 0' CLOCK POSITION FOR CRUDE OIL THEFT.",RI,,,,,2/24/2022,"cmmnt,cmpny,dpr,mnstry,nosdra",,,,,,,,,,,,,2022-02-08 AB008
222561,confirmed,ph,SPDC,3084545,2/12/2022,2/12/2022,no,0,0,,pl,sab,,"20"" KoloCreek-Rumuekpe Pipeline At Okporowo, Ahoada East LGA, Rivers State",4.97042,6.636268,Ahoada-East,,la,"3"" Ball Valve with an Elbow Pipe connected at 12 O'clock position on the Pipeline by Unknown Persons",RI,,,,,2/22/2022,"nosdra,cmpny,mnstry,cmmnt,mltry",,,,,,,,,,,,,2024-04-15 AB017
222557,confirmed,ph,SPDC,3084544,2/12/2022,2/12/2022,no,0,0,,pl,sab,,"20"" KoloCreek-Rumuekpe Pipeline At Okporowo, Ahoada East, Rivers State",4.97038,6.63621,Ahoada-East,,la,"3"" Ball Valve with an Elbow Pipe connected at 12 O'clock position on the Pipeline",RI,,,,,2/22/2022,"nosdra,cmpny,mnstry,cmmnt,mltry",,,,,,,,,,,,,2024-04-15 AB017
222258,confirmed,ph,NAOC,2022/LAR/016/021,2/11/2022,2/11/2022,co,0.5,,2/12/2022,fl,sab,,"Obiafu 40T Flow line, Omoku Community, Onelga River State.",5.389389,6.6495,Ogba/Egbema/Ndoni,0,la,Further investigation revealed a two long hacksaw cut on the flow line at a position between 4- 7 0’clock.,RI,,,,,2/12/2022,"nosdra,mnstry,dpr,cmpny,plc,cmmnt",2/12/2022,2/12/2022,Manual,7/6/2022,,,,,,,,,2024-04-15 AB017
222260,confirmed,ph,SPDC,3084232,2/8/2022,2/9/2022,cr,,,2/10/2022,pl,sab,,"New 20"" Kolo-creek Rumuekpe pipeline RoW @ Okporowo",4.970389,6.636167,Ahoada-East,,la,"It was observed that the site was a recently Remediated area with windrows. The point was exposed and was discovered that an earlier capped illegal non-leaking connection was seen. The capped 2"" nipple was installed @ 12 O' Clock position on the 20"" new Kolo-creek pipeline. There was water seepage at the welded joint on the new 20"" Kolo-creek pipeline as at time of JIV. it was concluded by the JIT that the cause of leak was a failed illegal connection, third party interference crude oil theft. The point was backfilled, awaiting repair.",RI,,2/10/2022,2/21/2022,3/1/2022,2/9/2022,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2022-07-21 PH140
222158,confirmed,ph,NAOC,2022/LAR/015/,2/6/2022,2/6/2022,cr,5,,2/6/2022,fl,sab,nil,"Ebocha 2L flowline close to Ebocha 1 Location, Ebocha Field, Onelga L.G.A. R/S.",5.447319,6.652015,Ogba/Egbema/Ndoni,0.001,sw,Two hacksaw cut on flowing about 10m apart. Team sighted stained and withered vegetation at hacksaw points. Oil spilled on adjoining swamp besides the ROW by the road side.,RI,,,,,2/6/2022,"nosdra,mnstry,cmpny,cmmnt,plc,oth",,,,,,,,,,,,,2022-02-08 AB008
222421,confirmed,ph,SPDC,3083790,2/5/2022,2/5/2022,no,,,,pl,sab,,"36"" Rumuekpe Nkpoku pipeline Ogbodo isiokpo",4.95262,6.85988,Ikwere,nill,la,no impact,RI,,,,,2/8/2022,"nosdra,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2024-04-15 AB017
222254,confirmed,ph,SPDC,3083848,2/5/2022,2/6/2022,cr,5,,2/9/2022,pl,sab,,"20"" Kolo-Creek Rumuekpe Trunk line/ Pipeline RoW @ Okporowo",4.968194,6.617306,Ahoada-East,0.002,la,"A mystery burn was observed, which started at kilometers 30 at the location. There are two(2) pipelines, new and old between the RoW. There was scourged vegetation at the time of JIV. There was evidence of fire burn on an earlier impacted section of the row which JIV was conducted earlier before the fire outbreak. There was no seen illegal connection at the section of the RoW where the incident occurred at the time of JIV.",RI,,2/7/2022,2/21/2022,3/1/2022,2/9/2022,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,10/28/2023,,,,,,2/2/2023,,,2024-04-15 AB017
222155,confirmed,ph,NAOC,2022/LAR/014/018,2/4/2022,2/4/2022,co,0.08,,2/4/2022,fl,sab,pt,"Obiafu 40T flowline at Obiafu Field, Onelga. Rivers State.",5.389394,6.649482,Ogba/Egbema/Ndoni,0,la,Hacksaw cut on condensate line observed at 6 o'clock position. evidence of third parrty interference sighted with wraps of clothing materials on the pipeline.,RI,,,,,2/6/2022,"nosdra,mnstry,cmpny,cmmnt,plc,oth",2/6/2022,2/6/2022,Manual,7/6/2022,,,,,,,,,"2022-02-08 AB008, 2022-07-07 PH003, 2022-10-05 PH003"
222432,confirmed,ph,Heirs Energies Limited,IN-0453,2/3/2022,2/4/2022,,,,2/14/2022,pl,sab,N/A,"8"" OTAMIRI-RUMUECHEM DELIVERY LINE AT RUMUECHEM, ETCHE LGA, RIVERS STATE",4.99975,7.021528,Etche,,la,INSTALLED CLAMP AT 11 O CLOCK WITH HANDLE,RI,,,,,2/14/2022,"nosdra,cmpny,dpr,mnstry,cmmnt",,,,,,,,,,,,,2024-04-15 AB017
222431,confirmed,ph,Heirs Energies Limited,IN-0841,2/3/2022,2/4/2022,,,,2/14/2022,pl,sab,N/A,"8"" OTAMIRI-RUMUECHEM DELIVERY LINE AT RUMUECHEM, ETCHE LGA, RIVERS STATE",5.001167,7.021306,Etche,,la,INSTALLED CLAMP HELD IN PLACE WITH CEMENT CAST,RI,,,,,2/14/2022,"nosdra,cmpny,dpr,mnstry,cmmnt,plc",,,,,,,,,,,,,2024-04-15 AB017
222430,confirmed,ph,HHOG: HEIRS HOLDING OIL AND GAS LIMITED,IN-0761,2/3/2022,2/4/2022,,,,2/11/2022,pl,sab,N/A,"8"" OTAMIRI-RUMUECHEM DELIVERY LINE AT RUMUECHEM, ETCHE LGA, RIVERS STATE",4.999778,7.0215,Etche,,la,INSTALLED CLAMP HELD DOWN WITH CEMENT CAST,RI,,,,,2/11/2022,"nosdra,cmpny,dpr,mnstry,cmmnt,plc",,,,,,,,,,,,,2024-04-15 AB017
222429,confirmed,ph,HHOG: HEIRS HOLDING OIL AND GAS LIMITED,IN-0087,2/3/2022,2/4/2022,,,,2/11/2022,fl,sab,N/A,"4"" OTAMIRI - RUMUECHEM FLOWLINE AT RUMUECHEM, ETCHE LGA, RIVERS STATE",5.001167,7.021306,Etche,,la,"2"" VALVE INSTALLED ON THE FLOWLINE",RI,,,,,2/11/2022,"nosdra,cmpny,dpr,mnstry,cmmnt,plc",,,,,,,,,,,,,2024-04-15 AB017
222427,confirmed,ph,HHOG: HEIRS HOLDING OIL AND GAS LIMITED,IN-0022,2/3/2022,2/4/2022,no,N/A,N/A,2/11/2022,fl,sab,N/A,"4"" OTAMIRI - RUMUECHEM FLOWLINE AT RUMUECHEM, ETCHE LGA, RIVERS STATE",5.023306,7.006083,Etche,N/A,la,NO IMPACT,RI,,,,,2/11/2022,"nosdra,cmpny,dpr,mnstry,cmmnt,plc",,,,,,,,,,,,,2024-04-15 AB017
222426,confirmed,ph,HHOG: HEIRS HOLDING OIL AND GAS LIMITED,IN-0672,2/3/2022,2/4/2022,no,N/A,N/A,2/11/2022,fl,sab,N/A,"4"" OTAMIRI - RUMUECHEM FLOWLINE AT RUMUECHEM, ETCHE LGA, RIVERS STATE",5.023306,7.006083,Etche,N/A,la,NO IMPACT,RI,,,,,2/11/2022,"nosdra,cmpny,dpr,mnstry,cmmnt,plc",,,,,,,,,,,,,2024-04-15 AB017
222323,confirmed,ph,NAOC,2022/LAR/012/015,2/3/2022,2/3/2022,cr,6,,2/4/2022,fl,sab,nd,OSHIE 15L FLOWLINE AT AKINIMA AHAODA WEST,5.100556,6.467139,Yenagoa,216.38,la,• The JIV team observed a 75mm long hacksaw cut at 5 – 7 0 clock position on the flow line. • The incident point was wrapped with rags for oil theft activities. • The JIV team observed impacted vegetation within and outside the right of way. • The quantity spilled was observed to be 6 barrels. • The JIV team ascertained that Incident was caused by third party interference (oil theft),RI,,,,,2/4/2022,"nosdra,cmpny,dpr,mnstry,cmmnt,mltry,plc",,,,11/29/2022,,,,,,,,,2024-04-15 AB017
222321,confirmed,ph,NAOC,2022/LAR/011/014,2/3/2022,2/3/2022,co,3,,2/4/2022,fl,sab,nd,OSHIE 15S FLOWLINE AT AKINIMA AHOADA WEST LGA,5.103889,6.478806,Yenagoa,0,la,• The JIV team observed 2 number of Theft points on the flow line about 150 meters apart. • The JIV team observed 3 number of 75mm long hacksaw cuts at 2 inches apart at 5 – 7 0 cock position at the first point • The JIV team observed 2 number of 75mm long hacksaw cut at 5 – 7 0 cock position at the second point. • The incident points were wrapped with rags by an unknown persons. • The JIV team observed spilled condensate contained in a pit. • The quantity spilled was observed to be 3 barrels.,RI,,,,,2/4/2022,"nosdra,cmpny,dpr,mnstry,mltry,plc,cmmnt",,,,11/29/2022,,,,,,,,,2024-04-15 AB017
222315,confirmed,ph,NAOC,2022/LAR/013,2/3/2022,2/3/2022,co,2,,2/4/2022,fl,sab,,OSHIE 15S F/L AT AKINIMA AHOADA WEST LGA,5.098389,6.462,Yenagoa,0,la,• The JIV team observed 2 oil Theft points on the flow line at 3 meters apart. • The first point was 3 numbers of 75mm long hacksaw cut at 5-7 0’clock position. • The second point was 2 numbers of 75mm long hacksaw cut at 5-7 0’ clock position. • The incident point was wrapped with rags and a pit was a pit under the flow line for scooping condensate. • The quantity spilled was observed to be 2 barrels. • The team observed a pool of condensate. • The JIV team ascertained that Incident was caused by third party interference (oil theft),RI,,,,,2/4/2022,"nosdra,cmpny,dpr,mnstry,mltry,plc,cmmnt",,,,,,,,,,,,,2022-03-01 AB008
222499,confirmed,ph,SPDC,3083515,2/1/2022,2/1/2022,cr,55,,2/2/2022,pl,sab,nd,"36"" RUMUEKPE - NKPOKU TNP AT IBAA EMOUHA LGA",4.95468,6.7916,Emuoha,0.001,"la,iw,ss","THERE WAS A 3"" BALL VALVE CONNECTED TO 36' SPDC PIPELINE. THE LEAK WAS CAME FROM THE THIRDPARTY LINE 5 METERS AWAY FROM THE INCIDENT POINT. THE SPILL AFFECTED LAND AND THE CREEK WITHIN AND AROUND THE AREA.",RI,,2/3/2022,2/14/2022,2/28/2022,2/2/2022,"cmmnt,cmpny,dpr,mltry,mnstry,nosdra,plc",,,,3/7/2022,,,,,12/6/2022,12/13/2022,,,2024-04-15 AB017
222154,confirmed,ph,NAOC,2022/LAR/010/013,1/31/2022,2/3/2022,cr,0.3,,1/31/2022,pl,sab,"tr,pt","14"" Akri-Ebocha Pipeline at Abaezi Community, Ohaji/Egbema L.G.A. Imo State",5.499972,6.70825,Ohaji/Egbema,0,la,"A 3"" inches piping connection linked through a ball valve and connected to the 14"" pipeline at 12 o'clock position. At the time of JIV, smokes from a nearby illegal refining site was observed. It is obvious that the illegal connection had been there long before being detected. There was no visible impact around the spill point. Patches of crude stain soil could be observed in the dug pit at incident point.",RI,,,,,2/5/2022,"nosdra,dpr,mnstry,cmpny,cmmnt,mltry,oth",2/5/2022,2/5/2022,MANUAL(IN-HOUSE),4/19/2023,,,,,,,,,"2022-02-08 AB008, 2023-10-09 PH043, 2023-11-27 PH043"
222055,confirmed,ph,NAOC,2022/LAR/009/012,1/29/2022,1/29/2022,cr,4,,1/30/2022,pl,sab,,"10"" Oshie - Ogoda Pipeline @ Idu - Ekpeye Community, Awelga Rivers State.",5.107139,6.532722,Ahoada-West,776.29,la,A 115mm long hacksaw cut between a 9 to 12 O' Clock position initiated by unknown person(s) was observed on the pipeline. This resulted to a spill of crude oil. Although the vandals created a pit at the incident point which helped to contain the spread.,RI,,,,,1/30/2022,"cmmnt,cmpny,mltry,mnstry,nosdra,plc",,,,,,,,,,,,,2022-03-01 AB008
222053,confirmed,ph,NAOC,2022/NL/LAR/001,1/29/2022,1/29/2022,no,,,,pl,sab,,"10"" Oshie - Ogoda Pipeline @ EBrass Community, Awelga Rivers State",5.107083,6.533833,Ahoada-West,,la,"A 2"" ball valve was installed on the pipeline by unknown person(s) and was connected to a 3"" galvanized pipe which channeled to an unknown destination.",RI,,,,,1/30/2022,"cmpny,cmmnt,mltry,mnstry,nosdra,plc",,,,,,,,,,,,,2022-03-01 AB008
222142,confirmed,ph,Eroton E&P,2022_EEP_CC000187,1/27/2022,1/28/2022,cr,7,,,fl,sab,tr,CAWC 2 WELL 24 T. AT MBIAMA.,67134.29,504580.46,DEGEMA,0,la,"THE CRUDE OIL WAS CONTAINED, THERE WAS NO MUCH IMPACT WITHIN THE AREA AND THE NEARBY WATER BODY.",RI,,,,,1/31/2022,"nosdra,mnstry,dpr,cmmnt,cmpny",,,,,,,,,,,,,2024-04-15 AB017
222097,confirmed,ph,SPDC,3082461,1/26/2022,1/26/2022,no,,,,pl,sab,,"20"" RUMUEKPE-NKPOKU PIPELINE AT OGBODO ISIOKPO",4.952806,6.860833,Ikwere,,la,"UKNOWN PERSONS INSTALLED 6"" BALL VALVE AT 12 O'CLOCK POSITION ON THE PIPELINE",RI,,,,,1/27/2022,"nosdra,mnstry,dpr,cmpny,cmmnt",,,,,,,,,,,,,"2022-02-01 PH003, 2024-04-15 AB017"
243476,confirmed,ph,SPDC,3082376,1/25/2022,1/25/2022,cr,0.01,,,wh,sab,,SOKU WELL 22 WELLHEAD,4.647719,6.620697,Akuku-Toru,,of,NO IMPACT AS AT TIME OF JIV,RI,,,,,7/21/2022,"nosdra,dpr,mnstry,cmmnt,cmpny",,,,,,,,,,,,,2023-11-24 AB014
234301,confirmed,ph,SPDC,3082376,1/25/2022,1/25/2022,cr,0.01,,,wh,sab,bm,"Soku well 22 wellhead, Rivers",4.647722,6.620694,Akuku-Toru,,,wellhead cap was removed by unknown person(s),RI,,,,,7/21/2022,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2022-08-05 AB008
222078,confirmed,ph,SPDC,3081397,1/19/2022,1/19/2022,cr,0.9,,,pl,sab,,"20"" RUMUEKPE-NKPOKU PIPELINE AT ADANTA ISIOKPO",4.952111,6.883806,Ikwere,0,la,"UKNOWN PERSONS INSTALLED 4"" BALL VALVE AT 12 O'CLOCK POSITION ON THE PIPELINE",RI,,,1/28/2022,2/11/2022,1/19/2022,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,3/4/2022,,,,,,8/18/2022,,,"2022-02-01 PH003, 2022-02-02 PH094, 2022-04-01 PH140, 2022-07-21 PH140, 2023-08-08 PH012"
222021,confirmed,ph,SPDC,2022_3081286,1/19/2022,,,,,,pl,sab,,"20'' KOLOCREEK - RUMUEKPE PIPELINE, ODAU (KM 15), ABUA/ODUAL, RIVERS STATE.",4.936614,6.490553,Abua-Odual,,la,A 4'' BALL VALVE (NON-LEAKING) ATTACHED TO A 3'' GALVANIZED LINE OUT INSTALLED ON THE 12 O' CLOCK POSITION BY UNKNOWN PERSON(S).,RI,,,,,1/24/2022,"nosdra,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2022-02-08 AB008
222020,confirmed,ph,SPDC,2022_3081290,1/19/2022,,,,,,pl,sab,,"20'' KOLOCREEK - RUMUEKPE PIPELINE, ODAU (KM 15), ABUA/ODUAL, RIVERS STATE.",4.936857,6.492086,Abua-Odual,,la,A 4'' BALL VALVE ATTACHED TO A 3'' GALVANIZED LINE OUT INSTALEED ON THE 12 O' CLOCK POSITION BY UNKNOWN PERSON(S).,RI,,,,,1/24/2022,"nosdra,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2022-02-08 AB008
222019,confirmed,ph,SPDC,2022_3081351,1/19/2022,,cr,179,20,,pl,sab,pt,"20'' KOLOCREEK - RUMUEKPE PIPELINE, ODAU (KM 8), ABUA/ODUAL, RIVERS STATE",4.927203,6.430334,Ogbia,0.001,la,A SECTION OF SHOWS A TRASVERSE TEAR FROM 3 O' CLOCK TO 9 O' CLOCK POSITION DUE TO A SUSPECTED EXTERNAL IMPACT FROM AN EXPLOSIVE MATERIAL CARRIED OUT BY UNKNOWN PERSON(S),RI,,,1/28/2022,2/11/2022,1/23/2022,"nosdra,mnstry,cmpny,cmmnt",,,,,,,,,9/2/2022,9/16/2022,,,2024-04-15 AB017
221860,confirmed,ph,SPDC,3081503,1/19/2022,1/19/2022,co,2,1.86,1/22/2022,fl,sab,None,"8"" FLOWLINE@AFAM WELL 25 FLOWLINE,EGBERU NDOkI,RIVERS STATE.",4.826333,7.290111,Oyigbo,0.097,la,"Unknown person(s) Installed a 3"" ball valve on the 8"" flowline at a 12 O' Clock resulting to a spill of crude oil.",RI,,1/25/2022,,,1/22/2022,"cmmnt,cmpny,dpr,mltry,mnstry,nosdra",,,,,4/14/2022,,,,,,,,"2022-01-25 PH134, 2022-01-31 PH137, 2022-02-03 PH137, 2022-02-10 PH137, 2022-04-30 PH048, 2024-04-15 AB017"
221768,confirmed,ph,Eroton E&P,2022_EEP_CC000183,1/16/2022,1/16/2022,cr,69.57,,1/17/2022,wh,sab,Nil,"Cawthone Channel II Well 21 at Kalabari Commnity, Degema L.G.A. R/S.",4.556096,7.011266,Degema,0.117,"of,sw","Vandalized wellhead was dripping crude oil from the stolen components points, at the time of inspection. a A gas bubble was observed at the beach front (land Area) about 50m away from the wellhead. Due to tide and flooding of the channel, the bubbled spot was not excavated for inspection. It is not certain if the line is connected to the vandalized wellhead.",RI,,2/11/2022,,,1/18/2022,"nosdra,mnstry,cmpny,cmmnt,mltry",,,,,,,,,,,,,"2022-01-24 PH048, 2022-01-24 PH135, 2022-02-07 PH135, 2022-03-01 AB008, 2024-04-15 AB017"
222141,confirmed,ph,SPDC,3080412,1/14/2022,1/14/2022,no,,,,pl,sab,,"20” Kolo Creek - Rumuekpe Pipeline, Odau (km 9), Abua/Odual L. G. A. Rivers State",4.9281,6.435924,Ogbia,,la,Non leaking and no impact,RI,,,,,1/15/2022,"cmmnt,cmpny,dpr,mnstry,nosdra",,,,,,,,,,,,,2022-02-08 AB008
222140,confirmed,ph,SPDC,3080411,1/14/2022,1/14/2022,no,,,,pl,sab,other:,"20” Kolo Creek - Rumuekpe Pipeline, Odau (km 9), Abua/Odual L. G. A. Rivers State.",4.928102,6.435963,Ogbia,,la,Non leaking and no impact,RI,,,,,1/15/2022,"cmmnt,cmpny,dpr,mnstry,nosdra",,,,,,,,,,,,,"2022-02-08 AB008, 2022-10-05 AB014"
222093,confirmed,ph,SPDC,3080457,1/14/2022,1/15/2022,no,,,,pl,sab,,"20"" RUMUEKPE-NKPOKU PIPELINE AT OGBODO ISIOKPO",4.952833,6.860222,Ikwere,,la,"UKNOWN PERSONS INSTALLED 6"" BALL VALVE AT 12 O'CLOCK POSITION ON THE PIPELINE",RI,,,,,1/25/2022,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,"2022-02-01 PH003, 2024-04-15 AB017"
222088,confirmed,ph,SPDC,3080460,1/14/2022,1/15/2022,no,,,,pl,sab,,"20"" RUMUEKPE-NKPOKU AT OGBODO ISIOKPO",4.952833,6.860028,Ikwere,,la,"UKNOWN PERSONS INSTALLED TWO 3"" BALL VALVES 65cm BETWEEN EACH OTHER AT 12 O'CLOCK POSITION ON THE PIPELINE",RI,,,,,1/24/2022,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,"2022-02-01 PH003, 2024-04-15 AB017"
222084,confirmed,ph,SPDC,3080455,1/14/2022,1/15/2022,no,,,,pl,sab,,"36"" RUMUEKPE-NKPOKU PIPELINE AT OGBODO ISIOKPO",4.952639,6.859611,Ikwere,,la,"UKNOWN PERSONS INSTALLED 6"" FLANGES AT 12 O'CLOCK POSITION ON THE PIPELINE",RI,,,,,1/20/2022,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,"2022-02-01 PH003, 2024-04-15 AB017"
222082,confirmed,ph,SPDC,3080456,1/14/2022,1/15/2022,no,,,,pl,sab,,"20"" RUMUEKPE-NKPOKU PIPELINE AT OGBODO ISIOKPO",4.952833,6.883944,Ikwere,,la,"UKNOWN PERSONS INSTALLED 6"" BALL VALVE AT 12 O'CLOCK POSITION ON THE PIPELINE",RI,,,,,1/20/2022,"nosdra,dpr,mnstry,cmmnt",,,,,,,,,,,,,"2022-02-01 PH003, 2024-04-15 AB017"
222079,confirmed,ph,SPDC,3080459,1/14/2022,1/15/2022,no,,,,pl,sab,,"20"" RUMUEKPE-NKPOKU PIPELINE AT ADANTA ISIOKPO",4.952028,6.884722,Ikwere,,la,"UKNOWN PERSONS INSTALLED 6"" BALL VALVE AT 12 O'CLOCK POSITION ON THE PIPELINE",RI,,,,,1/19/2022,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,"2022-02-01 PH003, 2024-04-15 AB017"
222112,confirmed,ph,SPDC,FID 3080360,1/13/2022,1/14/2022,no,,,,pl,sab,,"20"" RUMUEKPE-NKPOKU PIPELINE AT RUMUEKPE.",4.97819,6.69834,Emuoha,,,"3"" BALL VALVE WITH A 3"" PIPELINE CUT INSTALLED AT 12 0' CLOCK POSITION FOR CRUDE OIL THEFT ACTIVITIES.",RI,,,,,1/26/2022,"cmmnt,cmpny,dpr,mnstry,nosdra",,,,,,,,,,,,,2022-02-08 AB008
222099,confirmed,ph,SPDC,FID 3073120,1/13/2022,1/14/2022,no,,,,pl,sab,,"36"" RUMUEKPE PIPELINE TO NKPOKU P/L RUMUEKPE.",4.97772,6.69916,Emuoha,,,"6"" VALVE LATER REDUCED TO 4"" PIPE WAS SEEN AT 12 0' CLOCK POSITION ON 36"" PIPELINE FOR OIL THEFT ACTIVITIES.",RI,,,,,1/19/2022,"cmmnt,cmpny,dpr,mnstry,nosdra",,,,,,,,,,,,,2022-02-08 AB008
222094,confirmed,ph,SPDC,FID 3080356,1/13/2022,1/14/2022,no,,,,pl,sab,,"36""RUMUEKPE-NKPOKU P/L @ RUMUEKPE.",4.97039,6.72147,Emuoha,,,"6"" VALVE REDUCED TO 4"" BALL VALVE WITH 4' PIPE OUT INSTALLED AT 12 0'CLOCK POSITION BY UNKNOWN PERSON(S).",RI,,,,,1/20/2022,"cmmnt,cmpny,dpr,mnstry,nosdra",,,,,,,,,,,,,2022-02-08 AB008
222090,confirmed,ph,SPDC,FID 3080357,1/13/2022,1/14/2022,no,,,,pl,sab,,"36"" RUMUEKPE-NKPOKU P/L @ RUMUEKPE.",4.97814,6.6979,Emuoha,,,"3"" BALL VALVE WAS SEEN @ 12 0' CLOCK POSITION FOR CRUDE OIL THEFT ACTIVITIES.",RI,,,,,1/25/2022,"cmmnt,cmpny,dpr,mnstry,nosdra",,,,,,,,,,,,,2022-02-08 AB008
221764,confirmed,ph,TOTAL,TUCN/PH.D/ON-001/2022,1/6/2022,1/7/2022,no,,,,gl,sab,,"KM 41 NOPL Gas Export Pipeline at umuebulu 1, Etche Point B",4.919121,7.134037,Etche,,,A 2'' weldolet installed at 12 0' clock position on the gas line,RI,,,,2/16/2022,1/12/2022,"nosdra,dpr,mnstry,cmpny,cmmnt,mltry",,,,,,,,,,,,,"2022-02-08 AB008, 2022-07-21 PH140"
215366,reviewed,ph,TOTAL,TUCN/PH.D/ON-001/2022,1/6/2022,1/7/2022,no,,,,gl,sab,,"KM 41 NOPL Gas Export Pipeline at Umuebulu 1, Etche Point A.",4.919024,7.133619,Etche,,,A 2'' ball valve with manual drill bit installed at 12 O' Clock Position on the pipeline.,RI,,1/11/2022,,,1/12/2022,"nosdra,dpr,mnstry,cmpny,cmmnt,mltry",,,,,,,,,,,,,2022-01-24 PH048
