ID,Status,Zonal_Office,Company,Inceident_Num,Incident_Date,Report_dDate,Containment,Estimated_Quantity,Recovered,Spill_stop_date,Facility,Cause,Initial_containment_measure,Site,Latitude,Longitude,LGA,Estimated_Spill_Area,Spiill_Area_Habitat,Impact,State,,,,,,,,,,,,,,,,,,,
319500,confirmed,ph,NAOC,2024/LAR/032,4/13/2024,4/13/2024,co,4.0000,none,4/14/2024,pl,sab,tr,"8"" obiafu 43/44t pipeline at obiafu field omoku onelga rivers state",5.412611,6.587167,Ogba/Egbema/Ndoni,0.0003,la,160mm hacksaw cut inflicted on the facility at 3-6 oclock position caused by unknown persons,RI,,,,,4/14/2024,"cmmnt,cmpny,mnstry,nosdra",,,,,,,,,,,,,"2024-04-24 AB017, 2024-06-09 AB017"
319530,confirmed,ph,Heirs Energies Limited,491,4/12/2024,4/12/2024,cr,2.0000,1.4200,4/13/2024,pl,eqf,,"8"" Nkali delivery line @Umusolor community",4.984835,7.134433,Etche,0.0000,la,The impact was within the company's right of way. Leak was observed from a failed clamp on a previous repaired point.,RI,,,,,4/13/2024,"nosdra,mnstry,cmpny,cmmnt,mltry",,,,,,,,,,,,,2024-04-24 AB017
319522,confirmed,ph,Heirs Energies Limited,775,4/12/2024,4/12/2024,cr,0.1620,,4/13/2024,pl,sab,,"8"" Nkali Delivery Line at Umusolor Community",4.984218,7.126138,Etche,0.0001,la,Stained vegetation close to incident point was observed. The impact was within and outside the company's right of way.,RI,,,,,4/13/2024,"nosdra,mnstry,cmpny,cmmnt,mltry",,,,,,,,,,,,,2024-04-30 AB017
314443,confirmed,ph,NAOC,2024/LAR/031,4/12/2024,4/12/2024,cr,1.3000,,,fl,sab,,"4"" Oshie 15s flowline at Oshie in Ahoda West Local government area",5.101490,6.491422,Ahoada-West,0.0001,la,"2"" nipple attached at 9 O'clock position on the 4"" flowline",RI,,,,,4/13/2024,"nosdra,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2024-04-30 AB017
319575,confirmed,ph,SPDC,2207710,4/10/2024,4/11/2024,no,,,,pl,sab,,"28"" Bomu-Bonny TPL at Bodo Gokana LGA, Rivers state",4.589206,7.256817,Bonny,,sw,No visible because it was non leaking theft point,RI,,,,,4/13/2024,"nosdra,mnstry,dpr,cmpny,cmmnt",,,,,,,,,,,,,"2024-04-30 AB017, 2024-05-13 AB017"
314403,confirmed,ph,NAOC,2024/LAR/030,4/10/2024,4/10/2024,cr,204.4000,189.0000,4/10/2024,pl,sab,,"18"" EBOCHA-OGODA PIPELINE AT MGBBEDE",5.433861,6.691861,Ogba/Egbema/Ndoni,0.0040,la,"2"" BALL VALVE INSTALLED AT 12 O' CLOCK POSITION OF THE PIPELINE. THIS SPILLED CRUDE COVERED AN EXTENSION AREA OF LAND CLEAR LAND WITH LITTLE SPILLING OVER THE COMPANY'S RIGTH OF WAY AND STAINING SURROUNDING VEGETATION",RI,,,,,4/10/2024,"cmmnt,cmpny,mltry,mnstry,nosdra,plc",,,,,,,,,,,,,2024-05-13 AB017
314407,reviewed,ph,TOTAL,TUCN/JVA/ON-002/2024,4/8/2024,4/8/2024,cr,22.5000,17.5100,4/9/2024,pl,sab,"bw,tr",KM 26.1 OBAGI -RUMUEKPE CRUDE OIL EXPORT LINE AT RUMUEKPE.,5.016564,6.692176,Emuoha,0.0005,la,10CM HACK SAW CUT ON THE PIPELINE AT 12-1 O' CLOCK POSITION BY UNKNOWN PERSON(S),RI,,,4/21/2024,5/7/2024,4/9/2024,"nosdra,cmmnt,mnstry,dpr,cmpny",,,,,,,,,,,,,2024-06-24 AB014
314518,confirmed,ph,SPDC,2191441,4/7/2024,4/7/2024,cr,1803.0000,70.0000,,pl,sab,tr,"24"" Ogale Bomu pipeline at Egbalor",4.781748,7.193873,Eleme,0.0943,la,much oil crude spills from the ROW to the vegitations outside the ROW,RI,,,,,4/9/2024,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,7/12/2024,,,,,,,,,2024-10-15 AB014
314483,confirmed,ph,NAOC,2024/NLI/LAR/041,4/7/2024,4/7/2024,cr,,,4/8/2024,,sab,,"14"" OSHIE - OB/OB PIPELINE AT OBAJI COMMUNITY",5.253861,6.608694,Ogba/Egbema/Ndoni,,la,"UNKNOWN PERSONS INSTALLED 3"" FLAANGE ON THE FACILITY AT 12 O""CLOCK POSITION FOR OIL THEFT ACTIVITY",RI,,,,,4/8/2024,"nosdra,mnstry,cmpny,cmmnt,plc",,,,,,,,,,,,,2024-04-30 AB017
314406,invalid,ph,TOTAL,TUCN/JVA/ON-002/2024,4/7/2024,4/7/2024,cr,22.5000,17.6100,4/8/2024,pl,sab,"bw,tr",KM 26.1 OBAGI -RUMUEKPE CRUDE OIL EXPORT LINE AT RUMUEKPE .,5.016564,6.692176,Emuoha,0.0005,la,10CM HACK SAW CUT ON THE PIPE LINE BY UNKNOWN PERSON (S),RI,,,,5/16/2024,4/8/2024,"nosdra,cmmnt,dpr,cmpny",,,,,,,,,,,,,2024-06-24 AB014
314398,confirmed,ph,Heirs Energies Limited,IN-0691,4/6/2024,4/6/2024,cr,,,,pl,sab,None,"8"" Nkali -IMOR Delivery Line @ Umusolor",4.984419,7.128906,Etche,,la,A metal object was seen inserted by a third party and is stuck at the 12 o'clock position on the pipeline.,RI,,,,,4/9/2024,"nosdra,mnstry,cmmnt,cmpny,dpr,oth",,,,,,,,,,,,,2024-04-30 AB017
335716,confirmed,by,NAOC,2024/LAR/NLI/040,4/4/2024,4/4/2024,,,,4/5/2024,pl,sab,,"6"" TUOMO/OGBOINBIRI PIPELINE AT LALAGBENE",5.022000,5.923528,Ekeremor,,sw,A PIN HOLE LEAK WAS OBSERVED AT 7 O'CLOCK POSITION FROM A PATCH WELDED JOINT OF A PREVIOUSLY REPAIRED BUNKERY POINT,RI,,,,,4/5/2024,"nosdra,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2024-07-09 AB017
314415,confirmed,ph,SPDC,2174802,4/3/2024,4/3/2024,no,,,,pl,sab,,"14"" Okordia-Rumuekpe Pipeline at Edeoha, Ahoada East LGA, Rivers State",5.029443,6.612270,Ahoada-East,,la,Hacksaw Marks decoats the Concrete Cast at 9-12 o'clock position on the Pipeline,RI,,,,,4/6/2024,"nosdra,cmpny,cmmnt,mnstry,mltry",,,,,,,,,,,,,2024-04-15 AB017
314099,confirmed,ph,NAOC,2024/NLI/LAR/038,3/30/2024,3/30/2024,,,,,pl,sab,,"18"" EBOCHA-OGODA PIPELINE AT ULA-UBIE COMMUNITY",5.144639,6.578444,Ahoada-West,,la,150MM LONG HACKSAW CUT WAS OBSERVED AT 12-2 O'CLOCK OF THE PIPELINE,RI,,,,,3/30/2024,"cmmnt,cmpny,mltry,mnstry,nosdra,plc",,,,,,,,,,,,,"2024-04-15 AB017, 2024-07-09 AB017"
319736,confirmed,ph,SPDC,2132810,3/29/2024,3/29/2024,no,,,,pl,other:,,"14"" Okordia-Rumuekpe Pipeline at Rumuekpe, Emohua LGA, Rivers State",4.993660,6.668613,Emuoha,,la,"The suspected incident on the Pipeline, was a repair point; which was confirmed to be intact It was a false alarm",RI,,,,,4/8/2024,"nosdra,cmpny,cmmnt,mnstry,mltry",,,,,,,,,,,,,2024-04-29 AB008
327598,confirmed,ph,SPDC,2153418,3/28/2024,3/29/2024,no,,,,pl,sab,,"36"" Rumuekpe -nkpoku pipeline at Rumuekpe, Emohua LGA Rivers state",4.974306,6.709577,Emuoha,,la,No impact because there was no Spill,RI,,,,,5/13/2024,"nosdra,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2024-07-09 AB017
314100,confirmed,ph,NAOC,2024/LAR/027,3/27/2024,3/27/2024,cr,2.5000,2.3000,3/31/2024,pl,sab,bw,"18"" EBOCHA-OGODA PIPELINE AT ULA-UBIE COMMUNITY",5.144361,6.683861,Ahoada-East,19.4400,la,140MM LONG HACKSAW CUT WAS OBSERVED AT 10-11 O'CLOCK OF THE PIPELINE BY UNKNOWN PERSONS. THE CONTAMINANT WAS CONTAINED IN THE PIT DUG BY THE UNKNOWN PERSON WITH A LITTLE OVERFLOW WITHIN THE COMPANY'S RIGHT OF WAY.,RI,,,,,3/31/2024,"cmmnt,cmpny,mltry,mnstry,nosdra,plc",,,,,,,,,,,,,2024-04-15 AB017
314112,confirmed,ph,SPDC,2024_2144304,3/26/2024,3/27/2024,,0.4000,,,pl,sab,,NEW 20'' KOLOCREEK -RUMUEKPE PIPELINE AT OWEREWERE COMMUNITY,4.960370,6.583160,Abua-Odual,0.0001,la,2'' BALL VALVE INSTALLED ON THE PIPELINE AT 12 0' CLOCK POSITION,RI,,,,,3/27/2024,"nosdra,mnstry,cmpny,cmmnt,plc",,,,,,,,,,,,,2024-04-08 AB017
314097,confirmed,ph,NAOC,2024/LAR/026,3/25/2024,3/25/2024,cr,79.5000,,3/26/2024,pl,sab,tr,24'Oguda/Brass pipeline @ Oyakakama,5.046389,6.546083,Ahoada-West,856.4u,la,Hacksaw cut was seen on the pipeline.,RI,,,,,3/26/2024,"nosdra,cmpny,mnstry,cmmnt",,,,,,,,,,,,,"2024-04-02 AB017, 2024-05-13 AB017"
314385,confirmed,ph,SPDC,2024-2136698,3/24/2024,3/25/2024,,,,3/24/2024,pl,sab,,"18""Assa -Rumuepke pipeline at Umuogu, Rumuepke, Emohua, Lga",5.044327,6.702163,Emuoha,,la,"3"" ball valve was installed on the pipeline at 12.o .clock position",RI,,,,,4/6/2024,"cmmnt,cmpny,mnstry,mltry,nosdra",,,,,,,,,,,,,"2024-04-15 AB017, 2024-07-09 AB017"
314063,confirmed,ph,NAOC,2024/LAR/025,3/22/2024,3/22/2024,cr,2.9000,,3/23/2024,pl,sab,tr,"10"" oshie -ogoda pipeline at ogoda community awelga",5.114694,6.569639,Ahoada-West,0.0005,la,115mm long hacksaw cut was observed at 1-3 o clock position on the pipeline incident caused by unknown persons,RI,,,,,3/23/2024,"cmmnt,cmpny,mnstry,nosdra",,,,,,,,,,,,,"2024-03-27 AB017, 2024-05-14 AB017"
314110,confirmed,ph,SPDC,2024_2128882,3/21/2024,3/22/2024,no,,,,pl,sab,,20'' KOLOCREEK -RUMUEKPE PIPELINE AT OZOCHI COMMUNITY,4.939220,6.507010,Ahoada-West,,sw,3'' BALL VALVE WITH 3'' LINE OUT GALVANIZED PIPE INSTALLED ON THE PIPELINE AT 12 0' CLOCK POSITION,RI,,,,,3/24/2024,"nosdra,mnstry,cmpny,cmmnt,plc",,,,,,,,,,,,,2024-04-08 AB017
314106,confirmed,ph,NAOC,2024/LAR/025,3/21/2024,3/21/2024,cr,7.0000,,4/1/2024,pl,sab,,"10"" Oshie - Ogoda pipeline at Ogoda community.",5.113778,6.564833,Ahoada-West,0.0001,la,A 1.30mm length of hacksaw cut between 9 to 11 O'clock position cause by unknown persons was observed,RI,,,,,4/1/2024,"nosdra,mnstry,cmmnt,cmpny",,,,,,,,,,,,,2024-04-15 AB017
314072,reviewed,ph,SPDC,2129018,3/21/2024,3/22/2024,cr,0.3000,,3/22/2024,pl,sab,bw,"14""Okordia -Rumuekpe Trunkline @ Akala-Olu Ahoada West",5.116278,6.492444,Ahoada-West,0.0001,la,"hack saw cut of about 100mm at 10 to 11 0'clock position done by an unknown person(s) for oil theft activity on 14"" Okordia -Rumuekpe Trunkline at Akala-Olu Ahoada West Rivers state.",RI,,,,,3/22/2024,"cmmnt,cmpny,dpr,nosdra,mnstry",,,,,,,,,,,,,2024-06-21 PH002
329878,confirmed,ph,SPDC,2125071,3/20/2024,3/21/2024,no,,,3/20/2024,pl,sab,None,"12"" Soku-Sanbarth Export line at Soku, Akuku-Toru L.G.A, Rivers State.",4.644540,6.616575,Akuku-Toru,,sw,"4"" ball valve connected to two 4"" flanges attached at 12O'clock position to the 12"" SPDC pipeline and a 4"" riser connecting the ball valve to a 4"" illegal pipeline.",RI,,,,,5/16/2024,"nosdra,mnstry,cmpny,cmmnt,mltry",,,,,,,,,,,,,2024-07-25 AB008
329877,confirmed,ph,SPDC,2124759,3/20/2024,3/21/2024,no,,,5/20/2024,pl,sab,None,"12"" Soku-Sanbarth Export line at Soku, Akuku-Toru L.G.A, Rivers State.",4.619700,6.646680,Akuku-Toru,,iw,"6"" ball valve connected to two 6"" flanges attached at 12O'clock position to the 12"" SPDC pipeline and a 6"" illegal pipeline disconnected from the ball valve.",RI,,,,,5/18/2024,"nosdra,mnstry,cmpny,cmmnt,mltry",,,,,,,,,,,,,2024-07-25 AB008
329876,confirmed,ph,SPDC,2124985,3/20/2024,3/21/2024,no,,,5/20/2024,pl,sab,None,"12"" Soku-Sanbarth Export line at Soku, Akuku-Toru L.G.A, Rivers State.",4.606190,6.655450,Akuku-Toru,,iw,"4"" ball valve connected to two 4"" flanges attached at 12O'clock position to the 12"" SPDC pipeline and a 4"" riser connecting the ball valve to a 4"" illegal pipeline.",RI,,,,,5/18/2024,"nosdra,mnstry,cmpny,cmmnt,mltry",,,,,,,,,,,,,2024-07-25 AB008
329869,confirmed,ph,SPDC,2124915,3/20/2024,3/20/2024,no,,,3/20/2024,pl,sab,None,"12"" Soku-Sanbarth Export line at Soku, Akuku-Toru LGA, Rivers State.",4.576400,6.677000,Akuku-Toru,,,Point 1: 4 inches ball valve with two 4inches flanges attached at 12O'clock position on the 12 inches SPDC pipeline. Point 2: 4 inches open flange attached to the 12 inches SPDC pipeline. Point 3: 4 inches ball valve with two 4 inches flanges attached at 12O' clock position on the 12 inches SPDC pipeline. Point 1 and Point 3 has a 4 inches riser connecting the ball valve to the illegal pipe.,RI,,,,,5/18/2024,"nosdra,mnstry,cmpny,cmmnt,mltry",,,,,,,,,,,,,2024-07-25 AB008
314330,confirmed,ph,SPDC,2024_2122435,3/20/2024,3/20/2024,no,,,,pl,sab,,"36'' NKPOKU OGALE PIPELINE AT RUMUOWUTA, ENEKA COMMUNITY",4.915190,7.018510,Obio/Akpor,,la,TWO (2) NOS 2'' BALL VALVE INSTALLED ON THE PIPELINE AT 12 0' CLOCK POSITION,RI,,,,,3/27/2024,"nosdra,mnstry,cmpny,cmmnt,plc",,,,,,,,,,,,,2024-04-08 AB017
314109,confirmed,ph,SPDC,2024_2121986,3/19/2024,4/22/2024,no,,,,pl,sab,,NEW 20'' KOLOCREEK-RUMUEKPE PIPELINE AT ODUA COMMUNITY,4.927290,6.430780,Ogbia,,sw,3'' MANGO NIPPLE INSTALLED ON THE LINE AT 12 0' CLOCK POSITION,RI,,,,,3/25/2024,"nosdra,mnstry,cmpny,cmmnt,plc",,,,,,,,,,,,,2024-04-08 AB017
314071,reviewed,Ph,SPDC,2116907,3/18/2024,3/18/2024,cr,0.4000,,3/22/2024,pl,sab,bw,"14"" Okordia -Rumuekpe Trunkline @ Akala-Olu Ahoada West.",5.115778,6.493167,Ahoada-West,0.0001,la,"Hack cut saw of about 40mm length on 14"" Okordia -Rumuekpe Trunkline @Akala-Olu at 10 to 11 position was done by an unknown person(s) for oil theft activity",RI,,,,,3/22/2024,"nosdra,mnstry,dpr,cmpny,cmmnt",,,,,,,,,,,,,"2024-03-27 AB017, 2024-04-02 PH130, 2024-06-21 PH002"
313639,confirmed,ph,SPDC,2102379,3/15/2024,3/15/2024,cr,1.0000,,3/16/2024,pl,sab,,"14""okordia-Rumuekpe pipeline @Edeoha",5.025312,6.619531,Ahoada-East,0.0001,la,"A straight line cut similar to Hacksaw cut was done on the 14""okordia-Rumuekpe Pipeline by Unknown Persons",RI,,,,,3/16/2024,"nosdra,mnstry,mltry,cmmnt,cmpny",,,,4/3/2024,,,,,5/15/2024,,,,2024-07-23 AB017
313603,reviewed,ph,NAOC,2024/NL/LAR/032,3/14/2024,3/14/2024,no,NIL,,,pl,sab,,"18'' EBOCHA-OGODA P/L @ MGBEDE COMMUNITY, ONELGA,R/S.",5.433861,6.691861,Ogba/Egbema/Ndoni,N/A,la,3'' ball valve installed on the facility @ 12 0'clock position caused by unknown person(s) for oil theft activity.,RI,,,,,3/14/2024,"nosdra,mnstry,cmmnt,cmpny,mltry",,,,,,,,,,,,,"2024-03-22 AB017, 2024-07-29 PH111"
319549,confirmed,ph,NEPL,2024/NEOL/ALAK/006,3/13/2024,3/14/2024,cr,4.0000,,3/14/2024,wh,sab,bm,34T ALAKIRI at KIRIYO COMMUNITY,4.644611,7.059417,Okrika,45.0000,ns,A valve was removed from the wellhead and replaced with a pipe for the purpose of oil theft. The pipe caught flames while conveying stolen crude and in turn burnt down the wellhead spilling crude at near shore and its environs.,RI,,,,,3/15/2024,"cmmnt,cmpny,dpr,mnstry,nosdra,mltry",,,,,,,,,,,,,2024-07-25 AB008
313728,confirmed,ph,SPDC,2082956,3/11/2024,3/11/2024,,,,,pl,sab,,"18"" Assa-Rumuekpa pipeline @ Awara",5.286750,6.780958,Ogba/Egbema/Ndoni,,,"6"" bulb valve with a 4"" theft line installed @ 12 O'clock position",RI,,,,,3/15/2024,"nosdra,dpr,mnstry",,,,,,,,,,,,,2024-03-22 AB017
313727,invalid,ph,SPDC,282956,3/11/2024,3/11/2024,,,,,pl,sab,,"18"" ASSA-RUMUEKPE PIPELINE @ AWARA",5.286750,6.780958,Ogba/Egbema/Ndoni,,,"6"" bulb valve with a 4"" theft line installed @ 12 O'clock position",RI,,,,,3/15/2024,"nosdra,dpr,mnstry",,,,,,,,,,,,,2024-03-22 AB017
313641,confirmed,ph,NAOC,2024/LAR/NLI/029,3/10/2024,3/10/2024,no,,,,pl,sab,,"10' OBOB EBOCHA PIPELINE IN EBOCHA COMMUNITY , ONELGA RIVER-STATE",5.444111,6.664194,Ogba/Egbema/Ndoni,,la,4' BALL VALVE WITH PIPE CONNECTIONS AT 12 O'CLOCK POSITION ON THE PIPELINE.,RI,,,,,3/11/2024,"cmmnt,cmpny,mnstry,nosdra",,,,,,,,,,,,,2024-03-21 AB017
313541,confirmed,ph,SPDC,2089217,3/10/2024,3/11/2024,cr,38.0000,,3/12/2024,pl,sab,nd,"14"" OKORDIA-RUMUEKPE PIPELINE AT RUMUEKPE",4.994261,6.668599,Emuoha,0.0010,la,Tampered clamp caused oil spill impact within the company ROW.,RI,,,,,3/12/2024,"nosdra,cmpny,cmmnt,mnstry",,,,4/4/2024,,,,,5/7/2024,,,,"2024-03-21 AB017, 2024-03-27 AB017, 2024-04-08 PH080, 2024-04-08 PH002, 2024-05-09 PH165, 2024-06-09 AB017"
313533,confirmed,ph,NAOC,2024/LAR/023,3/9/2024,3/9/2024,co,6.0000,nill,,pl,sab,nill,"10'' Oshie-Ogoda p/l @ Ogoda community,AWELGA.",5.113750,6.564917,Ahoada-West,10.3345,la,135mm long hacksaw cut on 10'' p/l @ 9-11 0'clock position for oil theft activities.,RI,,,,,3/9/2024,"nosdra,mnstry,cmmnt,cmpny,mltry,plc",,,,,,,,,,,,,2024-03-13 AB017
313517,confirmed,ph,NAOC,2024/NL/LAR/028,3/9/2024,3/9/2024,no,,,,pl,sab,,"18'' Ebocha-Ogoda Pipeline at Mgbede ONELGA, Rivers State",5.262740,6.413740,ONELGA,,la,No spill,RI,,,,,3/10/2024,"cmmnt,cmpny,mnstry,mltry,nosdra",,,,,,,,,,,,,2024-03-13 AB017
313539,confirmed,ph,SPDC,2068607,3/8/2024,3/8/2024,cr,0.5000,,3/9/2024,pl,sab,bm,14'' Okordia - Rumuekpe Pipeline at Ikata,5.043310,6.590700,Ahoada-West,0.0001,la,An Hacksaw cut was observed on the facility installed by unknown persons at 3 0' clock position.,RI,,,,,3/9/2024,"nosdra,mnstry,mltry,cmpny",,,,3/24/2024,,,,,4/26/2024,,,,"2024-03-27 AB017, 2024-05-10 PH152, 2024-06-09 AB017"
313576,confirmed,ph,SPDC,2059375,3/7/2024,3/7/2024,other:water leak,,,3/9/2024,pl,sab,tr,20'' TNP @Ndele,4.968744,6.727331,Emuoha,,la,minimalimpact,RI,,,,,3/9/2024,"cmmnt,cmpny,nosdra",,,,,,,,,,,,,2024-03-21 AB017
313552,invalid,ph,SPDC,2058396,3/7/2024,3/7/2024,cr,45.0000,40.0000,3/8/2024,pl,sab,"dk,pt","36""Rumuekpe-Nkpoku PL@ Ibaa",4.953885,6.821322,Emuoha,0.0084,la,"3"" ball valve was installed at 12'Oclock position on the facility by unkown persons.",RI,,,,,3/8/2024,"cmmnt,cmpny,mltry,mnstry,nosdra",,,,,,,,,,,,,2024-04-18 AB017
314113,confirmed,ph,SPDC,2024-2043335,3/3/2024,3/4/2024,no,,,,pl,sab,,"28""Bomu -Npoku Pipeline Ejama, Eleme local government Area",4.771353,7.147563,Eleme,,la,"1"" BALL VALVE INSTALLED AT 12.CLOCK POSITION",RI,,,,,3/13/2024,"cmpny,mltry,mnstry,nosdra",,,,,,,,,,,,,2024-04-04 AB017
312417,confirmed,ph,SPDC,2042243,3/3/2024,3/3/2024,no,Nil,Nil,3/5/2024,pl,sab,,"28"" Nkpoku-Bomu PL at Gio, Tai, LGA, Rivers State",4.700756,7.245205,Gokana,Nil,la,"2"" Ball Valve with 2""Elbow and 2"" Flanche was constructed on the PL at 12 O'Clock position by Unknown Persons for Oil theft purposes",RI,,,,,3/5/2024,"nosdra,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2024-03-13 AB017
312408,confirmed,ph,SPDC,2028670,2/29/2024,2/29/2024,no,nil,nil,,pl,sab,nil,"18'' Assa Rumuekpe pipeline at Elele Alumini, Rivers State",5.055010,6.703030,Emuoha,nil,,3'' Ball Valve with 4.8 meter apart was seen at 120'clocl position by unknown person(s) for oil theft activities,RI,,,,,3/4/2024,"cmmnt,cmpny,dpr,mnstry,nosdra",,,,,,,,,,,,,2024-03-13 AB017
312437,confirmed,ph,NAOC,2024/LAR/NLI/019,2/28/2024,2/28/2024,,,,,pl,sab,,"18"" EBOCHA-OGODA PIPELINE AT OHANELU COMMUNITY",5.277639,6.614750,Ogba/Egbema/Ndoni,,la,"3"" BALL VALVE WAS INSTALLED ON THE PIPELINE AT 12 O'CLOCK POSITION",RI,,,,,3/7/2024,"cmmnt,cmpny,mltry,mnstry,nosdra,plc",,,,,,,,,,,,,2024-03-21 AB017
314516,confirmed,ph,SPDC,2020665,2/27/2024,2/28/2024,no,,,,pl,sab,,"28"" Nkpoku-Bomu Pipeline at B-Dere",4.695200,7.252050,Gokana,,la,"4"" Nipple connected on the pipeline at 12 O'Clock",RI,,,,,4/15/2024,"nosdra,mnstry,cmpny,cmmnt",,,,,,,,,,,,,"2024-04-15 PH002, 2024-04-18 AB017"
312412,reviewed,ph,SPDC,2020409,2/27/2024,2/28/2024,,,,,pl,sab,,"20"" Rumuekpe-Nkpoku T/L @ ibaa",4.954934,6.795221,Emuoha,,la,,RI,,,,,2/29/2024,"nosdra,mnstry,cmmnt,cmpny",,,,,,,,,,,,,2024-03-21 AB017
313575,confirmed,ph,SPDC,2015792,2/26/2024,2/27/2024,other: Non leak,,,3/7/2024,pl,eqf,other: None,20'' kolo-creek Rumuekpe p/l @Aminigboko,4.950833,6.565139,Abua-Odual,,ss,"Asset damage, no impact",RI,,,,,3/7/2024,"cmmnt,cmpny,nosdra",,,,,,,,,,,,,"2024-03-21 AB017, 2024-04-15 AB008"
311939,confirmed,ph,SPDC,2013345,2/26/2024,2/26/2024,cr,0.7000,,,pl,sab,,"14"" OKORDIA-RUMUEKPE PIPELINE AT EDEOHA",5.023630,6.622490,Ahoada-East,0.0001,la,An 80mm straight cut (similar to hacksaw cut) from 2 to 3 O'clock position on the pipeline done by unknown persons,RI,,,,,2/28/2024,"nosdra,mnstry,cmpny,cmmnt",,,,3/6/2024,,,,,4/15/2024,,,,"2024-03-21 AB017, 2024-04-17 PH136"
311940,confirmed,ph,SPDC,2011345,2/25/2024,2/28/2024,no,,,,pl,sab,,"20"" KOLOCREEK-RUMUEKPE AT OKPOROWO",4.967940,6.614980,Ahoada-East,,la,"A 3"" mangled nipple was installed at 12 O'clock position on the pipeline done by unknown persons for oil theft activities.",RI,,,,,2/29/2024,"nosdra,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2024-03-13 AB017
311938,confirmed,ph,SPDC,2011541,2/25/2024,2/25/2024,cr,0.1000,,2/28/2024,pl,sab,,"14"" OKORDIA-RUMUEKPE PIPELINE AT EDEOHA",5.025300,6.619540,Ahoada-East,0.0000,la,An 80mm straight cut (similar to hacksaw cut) from 2 to 3 O'clock position on the pipeline done by unknown persons,RI,,,,,2/28/2024,"nosdra,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2024-03-13 AB017
311893,confirmed,ph,SPDC,2002771,2/23/2024,2/23/2024,cr,41.0000,20.0000,2/25/2024,pl,sab,,"14"" Okordia-Rumuekpe P/L @ Ikata",5.039770,6.594270,Ahoada-East,0.0005,la,80mm effective hack saw cut was observed in the pipeline,RI,,,,,,"nosdra,mnstry,cmmnt,cmpny,plc",,,,,,,,,,,,,"2024-03-13 AB017, 2024-07-09 AB017"
311845,confirmed,ph,NAOC,2024/LAR/017,2/19/2024,2/19/2024,co,1.6000,Nill,2/20/2024,pl,sab,other: Non,"8"" Obiafo 43/44T Pipeline at Obiafo Field, Omoku Community, ONELGA, Rivers State",5.415111,6.587167,Ogba/Egbema/Ndoni,0.0003,la,135mm Hacksaw Cut at 4-6 o'clock position on the Pipeline by Unknown Person(s),RI,,,,,2/20/2024,"nosdra,cmpny,cmmnt,mnstry,mltry,plc",,,,,,,,,,,,,2024-02-27 AB017
313642,confirmed,ph,SPDC,1985436,2/18/2024,2/18/2024,no,,,2/18/2024,pl,sab,None,12 inches Soku-Sanbarth export pipeline at Soku,4.644556,6.615722,Akuku-Toru,,,No impact.,RI,,,,,2/23/2024,"nosdra,mnstry,dpr,cmpny,cmmnt",,,,,,,,,,,,,"2024-03-27 AB017, 2024-07-09 AB017"
312448,confirmed,ph,SPDC,2024_1985218,2/18/2024,2/18/2024,no,,,,pl,sab,,24'' BOMU-BONNY PIPE LINE AT OWOKIRI COMMUNITY,4.549805,7.249131,Bonny,,sw,6'' BALL VALVE INSTALLED ON THE PIPELINE AT 12 '0 CLOCK POSITION,RI,,,,,2/21/2024,"nosdra,mnstry,cmpny,cmmnt,plc",,,,,,,,,,,,,2024-03-13 AB017
311852,confirmed,ph,SPDC,1984869,2/18/2024,2/18/2024,no,,,,pl,sab,,"20"" Rumuekpe-Nkpoku PL@Odouha-Rumuekpe.",4.973760,6.702418,Emuoha,,la,3” weld neck flange was installed at 12 O’clock position on the 20” RUMUEKPE-NKPOKU PIPELINE by unknown persons.,RI,,,,,2/21/2024,"cmpny,cmmnt,mnstry,nosdra,plc",,,,,,,,,,,,,2024-02-27 AB017
311830,confirmed,ph,NAOC,2024/LAR/NL/014,2/18/2024,2/18/2024,no,,,,fl,sab,,"8""Obiafu 43/44 Flowline @ Obrikom field Onelga rivers state",5.394444,6.639222,Ogba/Egbema/Ndoni,Nill,,120mm Hacksaw Cut at 7-9 o'clock position on the Flow Line by Unknown Person(s),RI,,,,,2/19/2024,"cmmnt,cmpny,mltry,mnstry,nosdra,plc",,,,,,,,,,,,,"2024-02-27 AB017, 2024-05-14 AB017"
311829,confirmed,ph,NAOC,2024/NL/LAR/015,2/18/2024,2/18/2024,no,Nill,Nill,,fl,sab,other:no containment,"8""Obiafu 43/44 Flow Line @ Obrikom field,Onelga rivers state",5.394139,6.639806,Ogba/Egbema/Ndoni,Nill,,"3"" Ball Valve Installed at 12 o'clock position on the Flow Line by Unknown Person(s)",RI,,,,,2/19/2024,"cmmnt,cmpny,mltry,nosdra,mnstry,plc",,,,,,,,,,,,,2024-02-27 AB017
